TASK,UNREACH,NODES,EDGES,VARS,FUNCS,LOOPS,MXCALLS,AVCALLS,SDCALLS,VARSASM,FIELDS,VARSLOOP,VARSINC,MXLPFN,AVLPFN,SDLPFN,MXCC,SMCC,AVCC,SDCC,MXNDFN,AVNDFN,SDNDFN,MXEGFN,AVEGFN,SDEGFN,TFE
ldv-linux-3.0/module_get_put-drivers-net-ppp_generic.ko.cil.out.yml,fff,5425,6237,806,254,25,33,2.393700787,3.867200009,1060,806,47,10,3,0.098425197,0.3895251,46,712,2.803149606,5.42600819,1280,21.35826772,87.46644796,1299,22.16141732,90.79891215,0.026
ldv-linux-3.0/module_get_put-drivers-net-pppox.ko.cil.out.yml,ttt,1040,1059,36,31,2,2,0.806451613,0.59130009,54,36,1,0,1,0.064516129,0.2456701,6,56,1.806451613,1.330034073,806,33.5483871,141.3357564,808,33.35483871,141.809174,0.017
ldv-linux-3.0/module_get_put-drivers-net-sis900.ko.cil.out.yml,ttt,4383,5023,633,189,46,70,2.756613757,7.472278303,670,633,52,27,5,0.243386243,0.669850464,33,497,2.62962963,4.300900653,1175,23.19047619,88.65601866,1206,23.82010582,91.92761943,0.027
ldv-linux-3.0/module_get_put-drivers-net-wan-farsync.ko.cil.out.yml,fff,3758,4314,395,164,23,36,2.774390244,5.051353621,568,395,39,19,3,0.140243902,0.453807673,33,429,2.615853659,4.251828,1048,22.91463415,85.86023828,1063,23.5304878,88.33607001,0.02
ldv-linux-3.0/module_get_put-drivers-scsi-megaraid.ko.cil.out.yml,ttt,5832,6617,901,218,45,56,2.490825688,4.817057636,1006,901,54,16,4,0.206422018,0.641496992,52,678,3.110091743,6.343152704,1156,26.75229358,88.52125189,1172,27.86238532,92.53607954,0.027
ldv-linux-3.0/module_get_put-drivers-staging-et131x-et131x.ko.cil.out.yml,ttt,5730,6800,738,237,38,157,3.565400844,11.75061472,1012,738,59,25,4,0.160337553,0.527341765,31,699,2.949367089,3.942301372,1138,24.17721519,77.96035336,1144,25.12658228,79.67751994,0.026
ldv-linux-3.0/module_get_put-drivers-tty-synclink_gt.ko.cil.out.yml,fff,8391,9984,969,298,57,120,3.285234899,9.862265391,2028,969,94,32,6,0.191275168,0.655634626,53,1210,4.060402685,6.431078263,1452,28.15771812,90.07151497,1499,30.21812081,94.82351714,0.027
ldv-linux-3.0/module_get_put-drivers-usb-core-usbcore.ko.cil.out.yml,fff,22281,26555,3994,907,178,136,3.046306505,7.808206404,5540,3994,352,104,9,0.196251378,0.61680549,65,3330,3.671444322,6.377510998,2042,24.56560088,77.68580066,2046,26.2370452,81.07440085,0.053
ldv-linux-3.0/module_get_put-drivers-video-aty-aty128fb.ko.cil.out.yml,ttt,3008,3445,405,118,12,67,3.033898305,7.819935631,444,405,20,9,1,0.101694915,0.302246686,20,315,2.669491525,3.474007808,877,25.49152542,82.98853768,893,26.16101695,85.26737313,0.025
ldv-linux-3.0/usb_urb-drivers-input-tablet-kbtab.ko.cil.out.yml,ttt,1154,1209,83,55,2,4,1.4,0.865500381,76,83,2,1,1,0.036363636,0.187193275,9,90,1.636363636,1.588179477,679,20.98181818,90.42314485,686,20.61818182,91.5823506,0.021
ldv-linux-3.0/usb_urb-drivers-media-dvb-ttusb-dec-ttusb_dec.ko.cil.out.yml,fff,3820,4280,408,139,24,76,2.352517986,6.520430878,582,408,33,24,2,0.172661871,0.431294814,26,413,2.971223022,4.044611739,1194,27.48201439,103.3350597,1201,28.45323741,104.9309621,0.025
ldv-linux-3.0/usb_urb-drivers-media-video-c-qcam.ko.cil.out.yml,ttt,2402,2670,285,86,16,24,2.406976744,3.211092356,354,285,35,8,4,0.186046512,0.619670353,50,235,2.73255814,5.767641126,961,27.93023256,106.7972204,976,28.6627907,110.0549134,0.026
ldv-linux-3.0/usb_urb-drivers-media-video-msp3400.ko.cil.out.yml,ttt,4431,5225,306,112,12,95,4.553571429,12.79916242,836,306,17,11,2,0.107142857,0.362460413,50,510,4.553571429,9.205820447,1046,39.5625,114.9589042,1064,42.11607143,121.3730779,0.029
ldv-linux-3.0/usb_urb-drivers-misc-c2port-core.ko.cil.out.yml,ttt,1967,2205,215,78,15,26,2.564102564,4.195815203,266,215,22,11,2,0.192307692,0.454540972,18,196,2.512820513,3.197529454,708,25.21794872,81.0690822,711,25.73076923,82.18594818,0.022
ldv-linux-3.0/usb_urb-drivers-mtd-sm_ftl.ko.cil.out.yml,ttt,2844,3184,410,106,20,30,2.160377358,3.510460897,498,410,37,11,3,0.188679245,0.497412314,27,325,3.066037736,4.666760963,803,26.83018868,82.32316344,813,27.89622642,84.93959332,0.025
ldv-linux-3.0/usb_urb-drivers-net-can-usb-ems_usb.ko.cil.out.yml,fff,2324,2551,255,104,10,13,1.961538462,1.906078722,272,255,18,7,2,0.096153846,0.325789891,17,233,2.240384615,3.280171174,985,22.34615385,97.36852765,1000,22.58653846,99.46071998,0.022
ldv-linux-3.0/usb_urb-drivers-net-usb-catc.ko.cil.out.yml,fff,2421,2656,222,104,7,18,2.057692308,2.626883658,270,222,14,4,2,0.067307692,0.286370627,22,231,2.221153846,3.322292798,997,23.27884615,99.77016441,1017,23.5,102.3478232,0.023
ldv-linux-3.0/usb_urb-drivers-scsi-dc395x.ko.cil.out.yml,ttt,6611,7643,1012,213,64,102,3.530516432,10.05829292,1210,1012,95,26,4,0.300469484,0.674031919,38,708,3.323943662,5.006403359,1113,31.03755869,85.37054553,1127,32.36150235,88.44268626,0.058
ldv-linux-3.0/usb_urb-drivers-staging-lirc-lirc_imon.ko.cil.out.yml,fff,2171,2408,197,89,10,35,2.247191011,4.222148393,264,197,13,9,3,0.112359551,0.484320496,43,217,2.438202247,4.978504482,766,24.39325843,89.01705656,777,24.83146067,92.30058808,0.024
ldv-linux-3.0/usb_urb-drivers-usb-misc-iowarrior.ko.cil.out.yml,fff,2275,2551,258,96,6,14,2.270833333,2.468464294,330,258,17,3,2,0.0625,0.28182811,29,252,2.625,4.710913747,834,23.69791667,89.21721151,856,24.32291667,92.7966521,0.025
ldv-linux-3.0/usb_urb-drivers-usb-serial-ir-usb.ko.cil.out.yml,ttt,1595,1718,103,57,3,19,1.578947368,2.484671382,186,103,3,1,1,0.052631579,0.223296878,20,149,2.614035088,3.731113309,733,27.98245614,97.66492865,742,28.59649123,99.69934798,0.022
ldv-linux-3.0/usb_urb-drivers-usb-serial-whiteheat.ko.cil.out.yml,ttt,3436,3913,381,133,24,43,3.060150376,5.235448001,450,381,41,7,4,0.180451128,0.598677571,31,338,2.541353383,4.170269421,958,25.83458647,88.92678246,987,26.37593985,92.47886176,0.025
ldv-linux-3.0/usb_urb-drivers-uwb-i1480-dfu-i1480-dfu-usb.ko.cil.out.yml,ttt,2306,2559,278,80,19,43,2.275,4.740714609,386,278,31,6,4,0.2375,0.656577299,15,233,2.9125,3.046283596,723,28.825,81.86830507,728,29.7375,83.19431227,0.028
ldv-linux-3.0/usb_urb-drivers-vhost-vhost_net.ko.cil.out.yml,ttt,5889,6658,941,191,30,39,2.696335079,4.542059082,1020,941,80,24,2,0.157068063,0.429829859,54,638,3.340314136,6.226475973,1187,30.83246073,97.70129278,1196,32.17277487,101.4279023,0.037
ldv-linux-3.0/usb_urb-drivers-video-arkfb.ko.cil.out.yml,ttt,2757,3070,288,139,12,20,2.151079137,3.083755696,344,288,16,18,2,0.086330935,0.369366839,27,294,2.115107914,3.420377228,1042,19.83453237,91.29023974,1063,19.94964029,93.85143041,0.029
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-08_1a-drivers--staging--comedi--comedi.ko-entry_point.cil.out.yml,ttt,8661,10051,1469,311,47,83,2.720257235,6.786278567,1994,1469,97,26,4,0.151125402,0.453273574,61,1185,3.810289389,7.151958128,1587,27.81993569,99.23109402,1646,29.63022508,104.6128443,0.039
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-08_1a-drivers--staging--comedi--comedi.ko-entry_point_simplified.cil.out.yml,ttt,8365,9672,1414,310,46,83,2.6,6.816583195,1858,1414,95,25,4,0.148387097,0.451428534,58,1124,3.625806452,6.382080141,1304,26.98064516,85.36849694,1303,28.60645161,88.19651787,0.041
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-08_1a-fs--nfs--nfs.ko-entry_point.cil.out.yml,fff,33321,40790,6037,1378,163,298,3.871552975,14.43780176,8872,6037,271,78,7,0.118287373,0.38825197,159,5050,3.664731495,7.511148267,4107,24.12554427,114.9565554,4264,25.79027576,120.7645768,0.098
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-118_1a-drivers--scsi--qla2xxx--qla2xxx.ko-entry_point.cil.out.yml,fff,71530,91707,11039,1605,519,1159,7.577570093,39.83689169,24742,11039,926,401,9,0.323364486,0.793734747,1053,11348,7.070404984,28.53986712,8986,44.53146417,231.2088962,10037,49.60186916,259.1859033,0.125
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--input--misc--ims-pcu.ko-entry_point.cil.out.yml,fff,3880,4374,571,186,11,47,2.376344086,4.634870121,628,571,17,9,1,0.059139785,0.235886139,68,454,2.440860215,5.250626927,1430,20.79032258,104.9948494,1496,21.2311828,110.073071,0.033
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--input--tablet--gtco.ko-entry_point.cil.out.yml,fff,2264,2525,243,86,10,26,2.244186047,4.1900659,366,243,10,7,6,0.11627907,0.672008525,74,250,2.906976744,8.492990142,827,26.29069767,105.4859041,840,27.19767442,111.4102851,0.027
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--input--touchscreen--usbtouchscreen.ko-entry_point.cil.out.yml,fff,3017,3443,445,141,11,24,2.184397163,3.014392984,698,445,20,8,3,0.078014184,0.338350651,41,410,2.907801418,5.316774884,940,21.37588652,83.2792056,964,22.28368794,86.93058503,0.026
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--isdn--gigaset--bas_gigaset.ko-entry_point.cil.out.yml,fff,7310,8797,927,287,45,141,3.515679443,10.75311792,1734,927,55,39,5,0.156794425,0.55355755,86,1072,3.735191638,7.21058904,1741,25.44250871,106.5377982,1825,27.17770035,112.7576714,0.04
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--isdn--gigaset--usb_gigaset.ko-entry_point.cil.out.yml,fff,2938,3325,280,125,6,28,2.448,3.734072308,474,280,7,2,1,0.048,0.213766227,78,343,2.744,7.327650647,1447,23.472,129.3827547,1523,24.216,136.4830002,0.029
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--isdn--hisax--hisax_st5481.ko-entry_point.cil.out.yml,fff,4110,4696,565,186,32,98,2.467741935,7.435133992,786,565,44,25,3,0.172043011,0.52103404,21,510,2.741935484,3.543594026,1228,22.08064516,91.0661992,1241,22.82258065,92.72108555,0.034
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--rc--imon.ko-entry_point.cil.out.yml,fff,4742,5478,606,186,11,34,2.709677419,4.308233291,950,606,16,9,3,0.059139785,0.296479907,60,622,3.344086022,6.723405793,1292,25.45698925,99.40527874,1350,26.80107527,105.0500045,0.033
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--cx231xx--cx231xx.ko-entry_point.cil.out.yml,fff,14925,18112,2285,475,101,277,4.427368421,16.3767643,3594,2285,167,43,5,0.212631579,0.624961827,58,2068,4.353684211,6.443369673,2060,31.38947368,101.6536633,2097,33.74315789,105.5381065,0.046
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--dvb-usb--dvb-usb-dib0700.ko-entry_point.cil.out.yml,fff,7306,8768,1053,243,27,167,4.333333333,17.35302775,1638,1053,55,13,5,0.111111111,0.566557724,36,931,3.83127572,4.983132993,1681,30.01646091,109.8735887,1715,31.84773663,113.0466484,0.036
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--gspca--gspca_main.ko-entry_point.cil.out.yml,fff,5043,5811,709,198,32,77,2.47979798,6.764964404,1200,709,83,35,3,0.161616162,0.465085432,86,689,3.47979798,7.268104942,1651,25.43939394,118.6658319,1735,26.91919192,125.3456374,0.036
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--s2255--s2255drv.ko-entry_point.cil.out.yml,fff,5492,6359,735,232,25,107,2.625,8.009793305,1150,735,41,20,2,0.107758621,0.384539775,103,742,3.198275862,7.752885812,1795,23.63793103,119.5839336,1896,24.8362069,126.9076805,0.04
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--stk1160--stk1160.ko-entry_point.cil.out.yml,fff,4568,5121,483,204,28,52,2.147058824,5.512725134,824,483,62,14,2,0.137254902,0.409188956,44,545,2.671568627,4.71594869,1375,22.34803922,99.39390563,1400,23.01960784,102.3443802,0.033
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--stkwebcam--stkwebcam.ko-entry_point.cil.out.yml,fff,4404,5062,597,192,27,42,2.463541667,4.874329437,904,597,53,22,4,0.140625,0.451866067,95,589,3.067708333,7.53399234,1658,22.89583333,120.4751858,1751,23.96354167,127.6703671,0.037
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--tlg2300--poseidon.ko-entry_point.cil.out.yml,fff,7663,8746,1018,361,32,80,2.354570637,5.591003596,1480,1018,64,23,3,0.088642659,0.312098761,51,989,2.739612188,5.029421346,1819,21.18559557,98.77199696,1868,21.92520776,102.4077043,0.039
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--ttusb-dec--ttusb_dec.ko-entry_point.cil.out.yml,fff,3963,4458,464,163,25,75,2.251533742,6.006482754,670,464,33,24,2,0.153374233,0.408240608,26,466,2.858895706,3.975195023,1395,24.28834356,110.4125962,1411,25.14723926,112.3957313,0.032
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--usbvision--usbvision.ko-entry_point.cil.out.yml,fff,9178,10690,1305,289,65,114,3.017301038,9.739320919,2224,1305,115,49,4,0.224913495,0.559227788,160,1260,4.359861592,12.39999085,2412,31.69204152,150.8463733,2570,34.05190311,162.4407714,0.06
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--arcnet--com90xx.ko-entry_point.cil.out.yml,ttt,2391,2687,179,74,20,56,2.621621622,6.777751167,434,179,19,12,13,0.27027027,1.527206399,105,261,3.527027027,12.10452559,1021,32.25675676,135.8634112,1029,33.78378378,143.1526562,0.028
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--can--usb--ems_usb.ko-entry_point.cil.out.yml,fff,2759,3022,327,137,11,9,1.802919708,1.741881758,378,327,16,7,2,0.080291971,0.297394873,28,302,2.204379562,3.516672876,1236,20.10948905,105.8970495,1262,20.31386861,108.5506207,0.031
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--can--usb--esd_usb2.ko-entry_point.cil.out.yml,ttt,2961,3237,311,135,16,13,1.866666667,2.043236358,424,311,24,13,2,0.118518519,0.385896779,37,312,2.311111111,3.903401492,1336,21.88148148,115.0899199,1371,22.19259259,118.4494577,0.031
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--can--usb--usb_8dev.ko-entry_point.cil.out.yml,fff,2812,3057,312,142,9,10,1.683098592,1.737610948,364,312,13,6,1,0.063380282,0.243645689,28,302,2.126760563,3.4043451,1238,19.77464789,104.3046995,1264,19.90140845,106.9101446,0.028
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--usb--cdc_mbim.ko-entry_point.cil.out.yml,ttt,2454,2665,324,102,4,8,1.539215686,1.637020061,392,324,6,4,1,0.039215686,0.194107744,56,274,2.68627451,5.929289863,1320,24.00980392,129.9610421,1374,24.69607843,135.553317,0.027
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--usb--ipheth.ko-entry_point.cil.out.yml,fff,2391,2566,234,129,4,13,1.558139535,1.67010642,270,234,4,3,1,0.031007752,0.173338603,35,246,1.906976744,3.339781036,1238,18.49612403,108.5013574,1271,18.40310078,111.5815494,0.031
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--usb--smsc95xx.ko-entry_point.cil.out.yml,fff,4795,5561,611,173,26,49,2.947976879,6.240151451,946,611,34,11,4,0.150289017,0.527248751,119,618,3.572254335,10.67717213,1723,27.68208092,135.3753829,1840,29.25433526,145.5892712,0.029
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--wireless--libertas--usb8xxx.ko-entry_point.cil.out.yml,fff,3514,3995,427,141,11,58,2.489361702,6.626421455,624,427,16,5,4,0.078014184,0.413785876,32,424,3.007092199,5.243701326,1311,24.89361702,113.0811986,1337,25.90070922,116.4681983,0.027
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--wireless--mwifiex--mwifiex_usb.ko-entry_point.cil.out.yml,fff,3432,3835,407,128,18,25,2.375,3.448278556,572,407,25,12,3,0.140625,0.495832239,45,367,2.8671875,5.305320286,1439,26.78125,128.9309976,1482,27.6484375,133.4527415,0.02
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--wireless--p54--p54usb.ko-entry_point.cil.out.yml,fff,3268,3659,364,146,21,39,2.191780822,3.769588235,536,364,31,19,10,0.143835616,0.906519205,67,373,2.554794521,6.356994661,1294,22.3630137,112.0190101,1318,22.91780822,115.9462858,0.021
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--wireless--rtlwifi--rtl8192se--rtl8192se.ko-entry_point.cil.out.yml,ttt,13260,16436,2210,291,83,340,6.632302405,31.59775408,3492,2210,96,19,22,0.285223368,1.418249321,201,1851,6.360824742,15.73503908,2502,45.54982818,160.8259184,2701,49.91065292,175.8094063,0.04
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--net--wireless--ti--wlcore--wlcore_spi.ko-entry_point.cil.out.yml,ttt,2015,2140,164,68,6,10,1.794117647,2.246296452,190,164,7,4,1,0.088235294,0.283636787,30,150,2.205882353,3.735988819,1264,29.57352941,151.676641,1292,29.77941176,155.1997617,0.02
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--staging--gdm72xx--gdmwm.ko-entry_point.cil.out.yml,fff,5748,6556,918,269,46,38,2.557620818,4.436397647,1006,918,65,17,5,0.171003717,0.597808355,28,670,2.49070632,3.424831022,1481,21.35315985,92.83685674,1507,21.84386617,95.06240256,0.028
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--staging--media--go7007--go7007-loader.ko-entry_point.cil.out.yml,fff,1140,1193,77,46,4,8,1.217391304,1.586807617,140,77,5,2,1,0.086956522,0.281771335,15,99,2.152173913,2.678151466,743,24.7173913,107.6095323,756,24.86956522,109.7042682,0.015
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--staging--media--lirc--lirc_imon.ko-entry_point.cil.out.yml,fff,2497,2798,266,116,11,19,2.181034483,2.848469456,394,266,13,9,3,0.094827586,0.435067341,44,292,2.517241379,5.493699775,988,21.49137931,95.80615268,1023,22.00862069,100.3665262,0.02
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--staging--media--lirc--lirc_sasem.ko-entry_point.cil.out.yml,fff,2310,2583,243,110,7,15,2.072727273,2.827491953,372,243,8,4,2,0.063636364,0.278870212,35,277,2.518181818,4.995874331,950,20.96363636,92.83072838,976,21.48181818,96.45344914,0.018
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--usb--class--cdc-acm.ko-entry_point.cil.out.yml,fff,4382,5009,581,209,23,40,2.425837321,4.090542528,778,581,28,14,6,0.110047847,0.528919181,87,558,2.669856459,8.224197026,1403,20.92822967,106.3820398,1488,21.59808612,114.1755184,0.022
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--usb--misc--idmouse.ko-entry_point.cil.out.yml,fff,1676,1821,158,78,6,14,1.756410256,2.24856591,224,158,6,2,3,0.076923077,0.384615385,36,176,2.256410256,4.415694322,921,21.43589744,103.7023094,955,21.69230769,107.8313388,0.018
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--usb--serial--usbserial.ko-entry_point.cil.out.yml,fff,6513,7482,934,327,43,58,2.339449541,4.619239483,1354,934,72,28,8,0.131498471,0.583529191,110,891,2.724770642,7.636470789,1684,19.88685015,99.73801789,1792,20.6116208,107.0459571,0.028
ldv-linux-3.12-rc1/linux-3.12-rc1.tar.xz-144_2a-drivers--usb--wusbcore--wusb-cbaf.ko-entry_point.cil.out.yml,fff,1987,2154,189,76,4,27,2.171052632,3.732461294,248,189,4,2,1,0.052631579,0.223296878,44,178,2.342105263,5.113327868,1085,26.01315789,123.2539626,1127,26.35526316,128.2235613,0.021
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-common-saa7146-saa7146_vv.cil.yml,ttt,10676,12439,1478,442,28,150,2.923076923,11.95328242,2184,1478,36,21,7,0.063348416,0.499380259,32,1380,3.122171946,5.126764725,1658,24.13348416,86.86093223,1665,25.25565611,89.38151123,0.03
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-pci-cx25821-cx25821.cil.yml,ttt,10444,12130,1502,504,65,154,2.906746032,11.53743193,1670,1502,80,45,6,0.128968254,0.550283231,55,1245,2.470238095,4.56077861,1829,20.70634921,88.60043332,1838,21.1765873,90.78877548,0.039
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-pci-cx88-cx8800.cil.yml,ttt,8785,10091,1027,496,25,109,2.423387097,8.566048971,1344,1027,40,6,4,0.050403226,0.290091474,47,1110,2.237903226,4.34173469,2191,17.69758065,103.1996444,2200,17.93548387,104.9936052,0.036
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-pci-saa7134-saa7134.cil.yml,ttt,17742,21166,2035,735,59,241,3.234013605,14.31063301,4050,2035,97,32,4,0.080272109,0.361899647,119,2531,3.443537415,8.276629404,2709,24.1292517,112.7123648,2716,25.57278912,116.9671264,0.045
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-pci-saa7164-saa7164.cil.yml,ttt,15270,18509,1880,558,89,707,3.775985663,30.73143576,3824,1880,178,52,3,0.159498208,0.49514608,170,2262,4.053763441,9.348335399,2121,27.35304659,103.3140413,2125,29.40681004,108.3725045,0.048
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-usb-gspca-stv06xx-gspca_stv06xx.cil.yml,ttt,6626,8054,753,295,18,70,3.33559322,8.689712654,2110,753,23,12,2,0.061016949,0.290538337,128,1048,3.552542373,9.188964567,1388,22.43728814,87.03493532,1400,23.98983051,91.42878992,0.03
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-usb-usbvision-usbvision.cil.yml,ttt,11562,13475,1636,509,66,114,2.593320236,9.000198348,2478,1636,113,49,4,0.129666012,0.437536511,122,1625,3.192534381,7.29899361,1822,22.70137525,95.27161676,1837,23.89390963,99.81893501,0.037
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-usb-uvc-uvcvideo.cil.yml,ttt,13562,15913,2168,567,97,151,2.638447972,8.828852995,3462,2168,231,59,7,0.171075838,0.582528763,123,2007,3.53968254,7.663659077,1812,23.90299824,89.15485671,1820,25.44268078,93.64464226,0.042
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-3com-typhoon.cil.yml,ttt,6664,7575,1080,411,20,97,2.209245742,7.688270345,934,1080,38,15,2,0.0486618,0.226185786,29,835,2.03163017,2.751062085,1527,16.20194647,77.98293903,1530,16.23357664,78.91030321,0.038
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-alteon-acenic.cil.yml,ttt,6812,7935,925,384,31,105,2.734375,10.57129888,1046,925,40,9,7,0.080729167,0.469089865,55,851,2.216145833,3.984690721,1539,17.7265625,84.05984799,1542,17.94270833,85.71766184,0.038
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-amd-amd8111e.cil.yml,ttt,6196,7102,779,413,24,103,2.290556901,8.60023272,824,779,24,13,4,0.05811138,0.313556985,23,796,1.927360775,2.583154979,1524,14.99031477,76.69909068,1528,14.91767554,77.51202673,0.038
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-atheros-atl1c-atl1c.cil.yml,ttt,11729,13741,1938,652,35,208,2.745398773,12.81365597,1990,1938,55,16,3,0.053680982,0.274479892,55,1544,2.36809816,3.825098026,1967,17.97546012,82.22255455,1974,18.34355828,83.78940372,0.045
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-atheros-atl1e-atl1e.cil.yml,ttt,9541,10970,1467,579,42,128,2.374784111,8.790762133,1444,1467,69,23,4,0.07253886,0.354963249,29,1224,2.113989637,3.007898837,1864,16.46804836,80.38781388,1869,16.582038,81.43896761,0.042
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-broadcom-bnx2.cil.yml,ttt,17397,20601,2651,793,115,175,3.061790668,11.33586594,3670,2651,196,101,5,0.145018916,0.522293449,71,2380,3.001261034,5.183273946,2213,21.92686003,86.5627775,2219,22.92812106,88.84637479,0.054
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-cisco-enic-enic.cil.yml,ttt,12391,14419,2314,735,100,129,2.395918367,7.845254014,2438,2314,120,50,8,0.136054422,0.649850383,35,1750,2.380952381,3.710865336,2077,16.85170068,79.62308177,2082,17.23265306,80.89705574,0.047
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-dec-tulip-de4x5.cil.yml,ttt,11561,13918,1516,493,83,108,3.247464503,11.03817912,3258,1516,100,56,7,0.168356998,0.657344787,110,1789,3.628803245,8.587111314,1678,23.43610548,86.77937376,1685,25.06490872,91.54222829,0.045
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-dec-tulip-tulip.cil.yml,ttt,11061,13141,1463,519,65,182,3.026974952,13.03719463,2362,1463,87,38,10,0.125240848,0.743448385,92,1561,3.007707129,7.526186676,1739,21.29865125,89.90681012,1748,22.30635838,94.3963918,0.057
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-dec-tulip-winbond-840.cil.yml,ttt,5989,6835,790,390,28,103,2.21025641,7.972510298,830,790,28,16,3,0.071794872,0.343398339,25,774,1.984615385,2.888486292,1502,15.34358974,78.13840382,1506,15.32820513,79.09883447,0.036
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-fealnx.cil.yml,ttt,5932,6723,744,390,33,107,2.064102564,8.135297803,844,744,41,19,3,0.084615385,0.379634414,34,778,1.994871795,3.273823822,1499,15.19487179,78.40099407,1504,15.18974359,79.58053426,0.036
